Timeline,Start time,Duration,Row,Instance number,DEFENSE,HALF COURT OFFENSE,OFFENSE,ON COURT,Result,TRANSITION,Ungrouped,Notes,Flags
Game #7 - UGA 12-5-23 (FINAL),89.73553429133334,26.54396570866666,OFFENSE,1,,P/R,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #10 Dowuona",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),150.3132,21.36693333333335,OFFENSE,2,,P/R,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #10 Dowuona",TO,,,,
Game #7 - UGA 12-5-23 (FINAL),212.64733333433333,16.883466665666674,OFFENSE,3,,P/R,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #10 Dowuona",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),294.29816666666665,24.050299999999993,OFFENSE,4,,POST,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #10 Dowuona",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),353.9819,19.500499999999988,OFFENSE,5,,P/R,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",O3,,,,
Game #7 - UGA 12-5-23 (FINAL),387.7492666673333,15.600166666999996,OFFENSE,6,,OFF BALL SCREEN,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),415.8995666666667,4.100066667666624,OFFENSE,7,,,Transition O,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",TO,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),431.14976666666666,15.779166666666697,OFFENSE,8,,P/R,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),454.8333666673333,12.083500000000072,OFFENSE,9,,DK/MVMT,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),500.00393333400007,22.33349999899997,OFFENSE,10,,P/R,,"#13 Kelly, #12 Claude, #1 Sturdivant, #23 Sacko, #3 Coleman",O3,,,,
Game #7 - UGA 12-5-23 (FINAL),583.6215333340001,10.46673333299998,OFFENSE,11,,P/R,,"#13 Kelly, #12 Claude, #1 Sturdivant, #23 Sacko, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),615.038533334,15.000133333000008,OFFENSE,12,,P/R,,"#13 Kelly, #12 Claude, #1 Sturdivant, #23 Sacko, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),637.7689999996667,7.453200000000038,OFFENSE,13,,,Transition O,"#13 Kelly, #12 Claude, #1 Sturdivant, #23 Sacko, #3 Coleman",TO,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),715.4895999996667,18.566933334333385,OFFENSE,14,,P/R,GT Off Reb,"#13 Kelly, #11 Ndongo, #1 Sturdivant, #23 Sacko, #3 Coleman",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),734.056533334,11.193099998999969,OFFENSE,15,,DK/MVMT,,"#13 Kelly, #11 Ndongo, #1 Sturdivant, #23 Sacko, #3 Coleman",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),757.590133334,10.683899999000005,OFFENSE,16,,P/R,Forced Foul,"#13 Kelly, #11 Ndongo, #1 Sturdivant, #23 Sacko, #3 Coleman",,,,,
Game #7 - UGA 12-5-23 (FINAL),773.4990666663334,19.533600000666638,OFFENSE,17,,P/R,SLOB Off,"#4 Murphy, #11 Ndongo, #1 Sturdivant, #23 Sacko, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),814.3162000000002,21.441133332999925,OFFENSE,18,,POST,,"#4 Murphy, #11 Ndongo, #1 Sturdivant, #23 Sacko, #3 Coleman",TO,,,,
Game #7 - UGA 12-5-23 (FINAL),863.7001,8.016766667000184,OFFENSE,19,,,Transition O,"#4 Murphy, #11 Ndongo, #1 Sturdivant, #23 Sacko, #3 Coleman",X2,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),899.2235860830001,19.64378058400007,OFFENSE,20,,P/R,GT Off Reb,"#4 Murphy, #11 Ndongo, #1 Sturdivant, #23 Sacko, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),937.1009000000001,32.25036666699998,OFFENSE,21,,P/R,BLOB Off,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),980.3680000000002,17.033566666333172,OFFENSE,22,,P/R,GT Off Reb,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),997.4015666663333,2.266733333666707,OFFENSE,23,,OREB,,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1013.5517333340001,10.000066666000066,OFFENSE,24,,,Transition O,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X3,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),1035.2352999996667,8.500100000333305,OFFENSE,25,,,Transition O,"#13 Kelly, #11 Ndongo, #2 George, #14 Reeves, #3 Coleman",X3,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),1075.0232545833333,27.209478750333346,OFFENSE,26,,DK/MVMT,,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #23 Sacko",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1114.1828666666668,17.650199999999813,OFFENSE,27,,P/R,,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #23 Sacko",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),1150.7166333336668,18.000166665999814,OFFENSE,28,,,,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #23 Sacko",,,,,
Game #7 - UGA 12-5-23 (FINAL),1178.719782999,18.160383667333235,OFFENSE,29,,ISO,SLOB Off,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #5 Gapare",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),1226.7674666666667,24.95029999966664,OFFENSE,30,,DK/MVMT,GT Off Reb,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #5 Gapare",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),1251.7177666663333,4.433333333333394,OFFENSE,31,,OREB,,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #5 Gapare",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),1307.9015999996666,6.816766666666808,OFFENSE,32,,,,,,,,,
Game #7 - UGA 12-5-23 (FINAL),1357.1222936236666,17.81343971000001,OFFENSE,33,,P/R,GT Off Reb,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #5 Gapare",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1374.9357333336666,2.6333333330001096,OFFENSE,34,,OREB,,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #5 Gapare",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1419.7731824173336,16.933566666999923,OFFENSE,35,,OFF BALL SCREEN,,"#13 Kelly, #10 Dowuona, #1 Sturdivant, #14 Reeves, #5 Gapare",TO,,,,
Game #7 - UGA 12-5-23 (FINAL),1490.7572824173333,17.717599999667073,OFFENSE,36,,DK/MVMT,,"#13 Kelly, #12 Claude, #1 Sturdivant, #14 Reeves, #5 Gapare",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),1529.0910490843337,14.500166666999576,OFFENSE,37,,P/R,,"#13 Kelly, #12 Claude, #1 Sturdivant, #14 Reeves, #5 Gapare",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1575.9916157503333,24.633566667000196,OFFENSE,38,,DK/MVMT,GT Off Reb,"#13 Kelly, #12 Claude, #1 Sturdivant, #3 Coleman, #5 Gapare",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1600.6251824173335,5.483400000000074,OFFENSE,39,,CUT,,"#13 Kelly, #12 Claude, #1 Sturdivant, #3 Coleman, #5 Gapare",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),1616.4086490843335,7.066766667000138,OFFENSE,40,,,Transition O,"#13 Kelly, #12 Claude, #1 Sturdivant, #3 Coleman, #5 Gapare",X3,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),1709.6096824170002,14.646900000000187,OFFENSE,41,,CUT,,"#13 Kelly, #12 Claude, #2 George, #5 Gapare, #3 Coleman",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),1807.7570054996665,19.262843584000166,OFFENSE,42,,ISO,,"#13 Kelly, #12 Claude, #2 George, #3 Coleman, #5 Gapare",TO,,,,
Game #7 - UGA 12-5-23 (FINAL),1859.3844157503333,9.366766667666525,OFFENSE,43,,,Transition O,"#13 Kelly, #12 Claude, #2 George, #3 Coleman, #5 Gapare",X3,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),1881.0657157503335,30.371700000333476,OFFENSE,44,,DK/MVMT,,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1941.2044157506668,10.655633332999969,OFFENSE,45,,P/R,,"#13 Kelly, #10 Dowuona, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),1965.587982417,14.050133333333633,OFFENSE,46,,BLOB,BLOB Off,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",,,,,
Game #7 - UGA 12-5-23 (FINAL),1987.1381157503336,15.233600000333354,OFFENSE,47,,P/R,SLOB Off,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2013.6218490836666,11.250133334000111,OFFENSE,48,,DK/MVMT,GT Off Reb,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2024.8719824176667,1.583333333000155,OFFENSE,49,,OREB,,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),2042.1221490836667,8.366766667000093,OFFENSE,50,,,Transition O,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",TO,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),2084.6392824176664,20.933533332666684,OFFENSE,51,,P/R,,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",O3,,,,
Game #7 - UGA 12-5-23 (FINAL),2145.7730490836666,16.60039999999981,OFFENSE,52,,,Forced Foul,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",,,,,
Game #7 - UGA 12-5-23 (FINAL),2181.523649083667,13.766799999999876,OFFENSE,53,,OFF BALL SCREEN,SLOB Off,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),2209.8659157503334,12.10819999999967,OFFENSE,54,,P/R,GT Off Reb,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2221.974115750333,2.0833666673333937,OFFENSE,55,,OREB,,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),2235.4075824170004,5.491607374666728,OFFENSE,56,,,Transition O,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",TO,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),2247.7077490836664,16.200133334000384,OFFENSE,57,,POST,GT Off Reb,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),2263.9078824176668,1.9244664579996424,OFFENSE,58,,OREB,GT Off Reb,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2265.832348875667,2.5256002080000144,OFFENSE,59,,OREB,,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2282.691449083667,17.519793875000232,OFFENSE,60,,P/R,,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2307.3750157506665,9.383433333000085,OFFENSE,61,,,Transition O,"#13 Kelly, #3 Coleman, #2 George, #14 Reeves, #11 Ndongo",O3,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),2336.322782417001,21.371966666666594,OFFENSE,62,,CUT,,"#1 Sturdivant, #3 Coleman, #23 Sacko, #5 Gapare, #11 Ndongo",O2,,,,
Game #7 - UGA 12-5-23 (FINAL),2378.237992583333,40.28528983433398,OFFENSE,63,,POST,Press O,"#1 Sturdivant, #3 Coleman, #23 Sacko, #5 Gapare, #11 Ndongo",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2465.873815750667,20.500233333000324,OFFENSE,64,,DK/MVMT,,"#1 Sturdivant, #3 Coleman, #23 Sacko, #5 Gapare, #11 Ndongo",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),2522.074415750667,9.13343333299963,OFFENSE,65,,,Transition O,"#2 George, #3 Coleman, #14 Reeves, #13 Kelly, #11 Ndongo",X2,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),2649.7757490836666,17.01686666666683,OFFENSE,66,,CUT,GT Off Reb,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #12 Claude",X2,,,,
Game #7 - UGA 12-5-23 (FINAL),2666.7926157503334,4.000066667333158,OFFENSE,67,,,Forced Foul,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #12 Claude",,,,,
Game #7 - UGA 12-5-23 (FINAL),2681.203800792332,5.89494037566692,OFFENSE,68,,OREB,,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #12 Claude",FT - MI,,,,
Game #7 - UGA 12-5-23 (FINAL),2695.301991542,4.698359583998354,OFFENSE,69,,OREB,,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #12 Claude",FT - MI,,,,
Game #7 - UGA 12-5-23 (FINAL),2722.0701157503327,8.337600000333623,OFFENSE,70,,,"Transition O, GT Off Reb","#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #5 Gapare",X3,TRANSITION,,,
Game #7 - UGA 12-5-23 (FINAL),2730.4077157506663,3.916666666999845,OFFENSE,71,,OREB,Forced Foul,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #5 Gapare",X2F,,,,
Game #7 - UGA 12-5-23 (FINAL),2763.4414157503334,4.266666666666424,OFFENSE,72,,OREB,,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #5 Gapare",FT - MK,,,,
Game #7 - UGA 12-5-23 (FINAL),2776.601957873999,9.001299834333622,OFFENSE,73,,OREB,,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #5 Gapare",FT - MI,,,,
Game #7 - UGA 12-5-23 (FINAL),2808.0418157503327,17.127708416333917,OFFENSE,74,,P/R,Forced Foul,"#2 George, #3 Coleman, #23 Sacko, #13 Kelly, #5 Gapare",,,,,
Game #7 - UGA 12-5-23 (FINAL),2856.2018017076653,21.540814043000864,OFFENSE,75,,P/R,BLOB Off,"#2 George, #3 Coleman, #13 Kelly, #5 Gapare, #11 Ndongo",X3,,,,
Game #7 - UGA 12-5-23 (FINAL),2892.992782417,24.150233333332835,OFFENSE,76,,P/R,,"#2 George, #3 Coleman, #13 Kelly, #5 Gapare, #11 Ndongo",O3,,,,
Game #7 - UGA 12-5-23 (FINAL),2976.5012139576656,21.309335126000406,OFFENSE,77,,P/R,"GT Off Reb, Forced Foul","#2 George, #3 Coleman, #11 Ndongo, #13 Kelly, #5 Gapare",X2,,,,
