Timeline,Start time,Duration,Row,Instance number,DEFENSE,Fouls,Free Throws,HALF COURT ACTIONS,Inbounds,Location Zone,OFFENSE,ON COURT,PLAYERS,Rebounds,Result,SHOT AREA,Shot Type,Shot by Clemson University,Shot by Georgia Institute of Technology,Shots,TRANSITION,Turnovers,Ungrouped,Notes,Flags
Game #17 - Clemson 1-16-24 (Final),781.4926999999999,8.0,OPP 2PT Shot,14,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),903.598527167,8.0,OPP 2PT Shot,15,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1012.3892038329999,8.0,OPP 2PT Shot,16,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1013.688966667,8.0,OPP 2PT Shot,17,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1015.891166667,8.0,OPP 2PT Shot,18,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1060.257533334,8.0,OPP 2PT Shot,19,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1123.2262666666666,8.0,OPP 2PT Shot,20,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1247.2606666666666,8.0,OPP 2PT Shot,21,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1475.411000000333,8.0,OPP 2PT Shot,22,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1538.8594999999996,8.0,OPP 2PT Shot,23,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1683.2256038746664,8.0,OPP 2PT Shot,24,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1686.0003666666662,8.0,OPP 2PT Shot,25,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1734.5508666666665,8.0,OPP 2PT Shot,26,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1881.3262715006663,8.0,OPP 2PT Shot,27,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1930.1372666666666,8.0,OPP 2PT Shot,28,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2040.2238666666663,8.0,OPP 2PT Shot,29,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2102.1010096256664,8.0,OPP 2PT Shot,30,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2260.671271,8.0,OPP 2PT Shot,31,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2304.7143333333333,8.0,OPP 2PT Shot,32,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2446.795525708667,8.0,OPP 2PT Shot,33,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2561.7071000003334,8.0,OPP 2PT Shot,34,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2620.088495000333,8.0,OPP 2PT Shot,35,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2654.1088224583327,8.0,OPP 2PT Shot,36,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2741.9928,8.0,OPP 2PT Shot,37,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2931.9783666663334,8.0,OPP 2PT Shot,38,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3099.5118999996657,8.0,OPP 2PT Shot,39,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3201.3939715416655,8.0,OPP 2PT Shot,40,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3429.1121648746657,8.0,OPP 2PT Shot,41,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3494.633904417,8.0,OPP 2PT Shot,42,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3575.6931046659993,8.0,OPP 2PT Shot,43,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3740.7025999999987,8.0,OPP 2PT Shot,44,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3806.327959125001,8.0,OPP 2PT Shot,45,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4038.563834749335,8.0,OPP 2PT Shot,46,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4120.777825125001,8.0,OPP 2PT Shot,47,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4219.325214874335,8.0,OPP 2PT Shot,48,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4356.680558458334,8.0,OPP 2PT Shot,49,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4357.958925125002,8.0,OPP 2PT Shot,50,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4467.005141791335,8.0,OPP 2PT Shot,51,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4565.883025125335,8.0,OPP 2PT Shot,52,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4804.50616499967,8.0,OPP 2PT Shot,53,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4862.441781916668,8.0,OPP 2PT Shot,54,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4936.876615542669,8.0,OPP 2PT Shot,55,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5011.91118191667,8.0,OPP 2PT Shot,56,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5148.491785666669,8.0,OPP 2PT Shot,57,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5297.180848583668,8.0,OPP 2PT Shot,58,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5341.277063958336,8.0,OPP 2PT Shot,59,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),198.82122079133333,8.0,OPP 3PT Shot,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),298.9164333333333,8.0,OPP 3PT Shot,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),354.9003666666666,8.0,OPP 3PT Shot,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),430.6118666673333,8.0,OPP 3PT Shot,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),603.6355745006666,8.0,OPP 3PT Shot,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),906.4878666666667,8.0,OPP 3PT Shot,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),951.9951573760001,8.0,OPP 3PT Shot,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1184.6959266676668,8.0,OPP 3PT Shot,8,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1312.2842666666666,8.0,OPP 3PT Shot,9,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1348.0935333336665,8.0,OPP 3PT Shot,10,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1376.038106708333,8.0,OPP 3PT Shot,11,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2005.6745801666666,8.0,OPP 3PT Shot,12,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2091.6677999996664,8.0,OPP 3PT Shot,13,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2257.140391292,8.0,OPP 3PT Shot,14,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2528.856733333333,8.0,OPP 3PT Shot,15,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2920.844900000333,8.0,OPP 3PT Shot,16,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3056.1281333336665,8.0,OPP 3PT Shot,17,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4308.269514375334,8.0,OPP 3PT Shot,18,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4562.449725125001,8.0,OPP 3PT Shot,19,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4774.996509625002,8.0,OPP 3PT Shot,20,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4800.9375152500015,8.0,OPP 3PT Shot,21,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5194.644709499669,8.0,OPP 3PT Shot,22,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),86.94048537533334,8.0,FGA - Ndongo #11,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),626.4039202926666,8.0,FGA - Ndongo #11,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1039.178333334,8.0,FGA - Ndongo #11,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1227.5711000006663,8.0,FGA - Ndongo #11,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1395.9730999999997,8.0,FGA - Ndongo #11,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1401.507726834333,8.0,FGA - Ndongo #11,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2141.005151792,8.0,FGA - Ndongo #11,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2241.810133333,8.0,FGA - Ndongo #11,8,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2478.033433333667,8.0,FGA - Ndongo #11,9,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3409.5984132076665,8.0,FGA - Ndongo #11,10,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4232.758067583335,8.0,FGA - Ndongo #11,11,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),174.74506991733332,8.0,FGA - Kelly #13,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),478.46110000066665,8.0,FGA - Kelly #13,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1221.4286666666667,8.0,FGA - Kelly #13,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1295.5922999999998,8.0,FGA - Kelly #13,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1331.0902666666666,8.0,FGA - Kelly #13,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1446.499733333333,8.0,FGA - Kelly #13,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1635.1764042503332,8.0,FGA - Kelly #13,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1663.2205556246663,8.0,FGA - Kelly #13,8,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2474.9297951246663,8.0,FGA - Kelly #13,9,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3316.3838377916654,8.0,FGA - Kelly #13,10,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3474.662404834,8.0,FGA - Kelly #13,11,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3550.0432177489993,8.0,FGA - Kelly #13,12,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4985.508006166669,8.0,FGA - Kelly #13,13,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4986.8608485836685,8.0,FGA - Kelly #13,14,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5170.826442500669,8.0,FGA - Kelly #13,15,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),273.61616666733335,8.0,FGA - Reeves #14,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),557.8033557076667,8.0,FGA - Reeves #14,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1263.2914999999998,8.0,FGA - Reeves #14,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1716.8111586256664,8.0,FGA - Reeves #14,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2957.1663826253334,8.0,FGA - Reeves #14,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3770.4620200829986,8.0,FGA - Reeves #14,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4330.846603208335,8.0,FGA - Reeves #14,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),333.48349999999994,8.0,FGA - George #2,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),367.9003666666666,8.0,FGA - George #2,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),397.3411067083333,8.0,FGA - George #2,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),767.4896333333332,8.0,FGA - George #2,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),888.0798999999998,8.0,FGA - George #2,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),929.4273999999999,8.0,FGA - George #2,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1148.0052543756665,8.0,FGA - George #2,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1989.0222666666664,8.0,FGA - George #2,8,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2033.9465508746662,8.0,FGA - George #2,9,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3890.4026167500006,8.0,FGA - George #2,10,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5279.513981916669,8.0,FGA - George #2,11,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),5315.78108191667,8.0,FGA - George #2,12,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),468.5831000006666,8.0,FGA - Sturdivant #1,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),515.6887421246666,8.0,FGA - Sturdivant #1,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),594.6905480836666,8.0,FGA - Sturdivant #1,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),833.4884956669999,8.0,FGA - Sturdivant #1,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2390.647946207667,8.0,FGA - Sturdivant #1,5,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2588.757433333333,8.0,FGA - Sturdivant #1,6,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2630.7414,8.0,FGA - Sturdivant #1,7,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2821.6438333333335,8.0,FGA - Sturdivant #1,8,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2889.4613000003337,8.0,FGA - Sturdivant #1,9,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),3024.3347014166657,8.0,FGA - Sturdivant #1,10,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),707.6606714169999,8.0,FGA - Coleman #3,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),925.2498666666667,8.0,FGA - Coleman #3,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2070.2330333336668,8.0,FGA - Coleman #3,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),793.972133334,8.0,FGA - Gapare #5,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),981.8632570419999,8.0,FGA - Gapare #5,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1078.3270333340001,8.0,FGA - Gapare #5,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1397.5101000003333,8.0,FGA - Claude #12,1,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),1813.2123661256664,8.0,FGA - Claude #12,2,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),2480.4417875416666,8.0,FGA - Claude #12,3,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4099.060858458335,8.0,FGA - Claude #12,4,,,,,,,,,,,,,,,,,,,,,
Game #17 - Clemson 1-16-24 (Final),4487.773142167335,8.0,FGA - Claude #12,5,,,,,,,,,,,,,,,,,,,,,
