Timeline,Start time,Duration,Row,Instance number,DEFENSE,HALF COURT ACTIONS,OFFENSE,ON COURT,PLAYERS,Result,SHOT AREA,TRANSITION,Ungrouped,Notes,Flags
Game #14 - BC 1-6-23 (Final),0.14253695766662133,21.805696375666713,OFFENSE,1,,DK/MVMT,,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Reeves #14,X3,Left Wing 3,,,,
Game #14 - BC 1-6-23 (Final),43.09556666666666,14.770499999666669,OFFENSE,2,,P/R,GT Off Reb,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Ndongo #11,X2,Paint,,,,
Game #14 - BC 1-6-23 (Final),57.86606666633333,1.3833666670000042,OFFENSE,3,,,,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Dowuona #10,"O2, O2",At Rim,,,,
Game #14 - BC 1-6-23 (Final),85.16853333333333,28.932666666666677,OFFENSE,4,,POST,Forced Foul,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",,,,,,,
Game #14 - BC 1-6-23 (Final),122.96813333333333,22.100600000000014,OFFENSE,5,,ISO,BLOB Off,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",George #2,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),164.8547,18.73193333333333,OFFENSE,6,,P/R,,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Kelly #13,O3,Right Wing 3,,,,
Game #14 - BC 1-6-23 (Final),207.73743333333334,14.967299999999994,OFFENSE,7,,P/R,,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Ndongo #11,X2,Paint,,,,
Game #14 - BC 1-6-23 (Final),235.75503333333333,19.217399999999998,OFFENSE,8,,DK/MVMT,,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Dowuona #10,X2,Paint,,,,
Game #14 - BC 1-6-23 (Final),268.1061,18.317366666333328,OFFENSE,9,,ISO,,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Kelly #13,X3,Straightaway 3,,,,
Game #14 - BC 1-6-23 (Final),311.55472222222215,31.684477777777715,OFFENSE,10,,POST,,"#13 Kelly, #11 Ndongo, #12 Claude, #1 Sturdivant, #14 Reeves",Ndongo #11,O2,Left Deep Midrange 2,,,,
Game #14 - BC 1-6-23 (Final),387.4073333329999,14.350466666999978,OFFENSE,11,,P/R,,"#13 Kelly, #11 Ndongo, #12 Claude, #1 Sturdivant, #3 Coleman",Coleman #3,O3,Left Corner 3,,,,
Game #14 - BC 1-6-23 (Final),420.60839999999985,20.438800000000015,OFFENSE,12,,ISO,,"#13 Kelly, #11 Ndongo, #12 Claude, #1 Sturdivant, #3 Coleman",Ndongo #11,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),454.8594999999999,18.13973333333331,OFFENSE,13,,P/R,,"#13 Kelly, #11 Ndongo, #12 Claude, #1 Sturdivant, #3 Coleman",Claude #12,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),492.6272999999999,17.583933333000004,OFFENSE,14,,DK/MVMT,GT Off Reb,"#13 Kelly, #11 Ndongo, #12 Claude, #1 Sturdivant, #3 Coleman",Kelly #13,X3,Right Wing 3,,,,
Game #14 - BC 1-6-23 (Final),545.7455666666666,17.500700000333268,OFFENSE,15,,ISO,BLOB Off,"#5 Gapare, #14 Reeves, #12 Claude, #1 Sturdivant, #3 Coleman",Sturdivant #1,X3,Straightaway 3,,,,
Game #14 - BC 1-6-23 (Final),571.2646222222221,6.932144444777805,OFFENSE,16,,,Transition O,"#5 Gapare, #14 Reeves, #12 Claude, #1 Sturdivant, #3 Coleman",,X2,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),613.0648999999999,20.65033333300005,OFFENSE,17,,P/R,,"#5 Gapare, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",Coleman #3,X3,Left Wing 3,,,,
Game #14 - BC 1-6-23 (Final),650.2157333329999,20.1173,OFFENSE,18,,P/R,GT Off Reb,"#5 Gapare, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",Gapare #5,X3,Left Wing 3,,,,
Game #14 - BC 1-6-23 (Final),670.3330333329999,4.916833333999989,OFFENSE,19,,OREB,,"#5 Gapare, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",Sturdivant #1,O3,Straightaway 3,,,,
Game #14 - BC 1-6-23 (Final),691.7652333333332,11.952033333333361,OFFENSE,20,,P/R,,"#5 Gapare, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",Reeves #14,O3,Left Corner 3,,,,
Game #14 - BC 1-6-23 (Final),723.3847,15.66303333333326,OFFENSE,21,,POST,GT Off Reb,"#5 Gapare, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",Dowuona #10,X2,Paint,,,,
Game #14 - BC 1-6-23 (Final),739.0477333333332,3.903655555555588,OFFENSE,22,,,,"#5 Gapare, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",,,,,,,
Game #14 - BC 1-6-23 (Final),748.2761999999998,24.61251111111119,OFFENSE,23,,DK/MVMT,"BLOB Off, Forced Foul","#5 Gapare, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",,X2F,,,,,
Game #14 - BC 1-6-23 (Final),798.7982025003328,2.8376974996670015,OFFENSE,24,,DK/MVMT,,"#5 Gapare, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",,FT - MK,,,,,
Game #14 - BC 1-6-23 (Final),814.1993640416663,5.521358180555808,OFFENSE,25,,DK/MVMT,,"#5 Gapare, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",,FT - MK,,,,,
Game #14 - BC 1-6-23 (Final),842.7473666666665,5.2835666663333996,OFFENSE,26,,,Transition O,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",,,,,,,
Game #14 - BC 1-6-23 (Final),854.2975999999999,15.034033333000025,OFFENSE,27,,ISO,SLOB Off,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",Reeves #14,O2,Deep Right Wing 2,,,,
Game #14 - BC 1-6-23 (Final),892.1323333329999,10.41693333366652,OFFENSE,28,,P/R,,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",Ndongo #11,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),924.5500333329999,16.000499999999874,OFFENSE,29,,P/R,,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",Ndongo #11,O2,Paint,,,,
Game #14 - BC 1-6-23 (Final),958.635833333333,26.9842000000001,OFFENSE,30,,POST,,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #10 Dowuona",Ndongo #11,O2,Right Short Midrange 2,,,,
Game #14 - BC 1-6-23 (Final),1018.4209333333331,26.784366667000086,OFFENSE,31,,POST,Forced Foul,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #10 Dowuona",,,,,,,
Game #14 - BC 1-6-23 (Final),1055.905733333333,16.250400000000127,OFFENSE,32,,ISO,BLOB Off,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #10 Dowuona",George #2,X3,Left Wing 3,,,,
Game #14 - BC 1-6-23 (Final),1089.0565333333332,22.867533332999983,OFFENSE,33,,P/R,,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #10 Dowuona",George #2,O2,Deep Right Wing 2,,,,
Game #14 - BC 1-6-23 (Final),1156.4116555555554,12.871466666666493,OFFENSE,34,,,Forced Foul,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",,,,,,,
Game #14 - BC 1-6-23 (Final),1182.9634554159998,18.435355695111184,OFFENSE,35,,DK/MVMT,SLOB Off,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",,TO,,,,,
Game #14 - BC 1-6-23 (Final),1224.2971666663332,6.866766666999865,OFFENSE,36,,,Transition O,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",Reeves #14,O3,Left Corner 3,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),1260.481666666333,8.133600000000115,OFFENSE,37,,,Transition O,"#13 Kelly, #14 Reeves, #11 Ndongo, #2 George, #3 Coleman",Kelly #13,X3,Right Wing 3,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),1303.9499999999998,24.533733333333203,OFFENSE,38,,DK/MVMT,,"#13 Kelly, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",Kelly #13,O3,Right Corner 3,,,,
Game #14 - BC 1-6-23 (Final),1345.0175333333332,12.400533333000112,OFFENSE,39,,P/R,,"#13 Kelly, #14 Reeves, #10 Dowuona, #1 Sturdivant, #3 Coleman",,TO,,,,,
Game #14 - BC 1-6-23 (Final),1384.6913,17.85053333333326,OFFENSE,40,,P/R,,"#13 Kelly, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",Ndongo #11,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),1419.7758333333331,8.333466666666482,OFFENSE,41,,,Transition O,"#13 Kelly, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",Reeves #14,O3,Right Corner 3,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),1467.8107,15.07245555555528,OFFENSE,42,,P/R,GT Off Reb,"#13 Kelly, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",Kelly #13,X2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),1498.7450000003332,16.217033333000018,OFFENSE,43,,DK/MVMT,,"#13 Kelly, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",Ndongo #11,O3,Left Wing 3,,,,
Game #14 - BC 1-6-23 (Final),1554.8134333333333,8.683599999999842,OFFENSE,44,,,Transition O,"#13 Kelly, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",Sturdivant #1,O3,Straightaway 3,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),1589.2478333333333,21.267366666999806,OFFENSE,45,,P/R,,"#13 Kelly, #14 Reeves, #11 Ndongo, #1 Sturdivant, #3 Coleman",Sturdivant #1,X3,Straightaway 3,,,,
Game #14 - BC 1-6-23 (Final),1645.8444000003333,8.883499999666583,OFFENSE,46,,,Transition O,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",Reeves #14,"O3, O3",Right Corner 3,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),1726.6361671253335,24.683966207999674,OFFENSE,47,,POST,Press O,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",,TO,,,,,
Game #14 - BC 1-6-23 (Final),1787.065366667333,13.7171000000003,OFFENSE,48,,P/R,,"#13 Kelly, #10 Dowuona, #11 Ndongo, #2 George, #14 Reeves",George #2,X2,Deep Left Wing 2,,,,
Game #14 - BC 1-6-23 (Final),1830.2167999999997,23.33901111111072,OFFENSE,49,,P/R,Press O,"#13 Kelly, #3 Coleman, #11 Ndongo, #14 Reeves, #1 Sturdivant",,TO,,,,,
Game #14 - BC 1-6-23 (Final),1903.535633333333,26.200800000000072,OFFENSE,50,,,,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves",,,,,,,
Game #14 - BC 1-6-23 (Final),1929.736433333333,16.30332222222205,OFFENSE,51,,ISO,SLOB Off,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves",Reeves #14,TO,Left Deep Midrange 2,,,,
Game #14 - BC 1-6-23 (Final),2013.5358222222217,28.852355555555732,OFFENSE,52,,,"Press O, Forced Foul","#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #14 Reeves",,,,,,,
Game #14 - BC 1-6-23 (Final),2065.2511777777772,20.305355555555707,OFFENSE,53,,ISO,BLOB Off,"#13 Kelly, #3 Coleman, #12 Claude, #1 Sturdivant, #14 Reeves",Sturdivant #1,O2,Paint,,,,
Game #14 - BC 1-6-23 (Final),2107.475333333333,13.950433334000081,OFFENSE,54,,DK/MVMT,,"#13 Kelly, #3 Coleman, #12 Claude, #1 Sturdivant, #14 Reeves",Coleman #3,X2,Left Deep Midrange 2,,,,
Game #14 - BC 1-6-23 (Final),2147.2099000003327,10.549644444111436,OFFENSE,55,,,Forced Foul,"#13 Kelly, #3 Coleman, #12 Claude, #1 Sturdivant, #14 Reeves",,,,,,,
Game #14 - BC 1-6-23 (Final),2169.4724999999994,26.247666666666646,OFFENSE,56,,DK/MVMT,"BLOB Off, Forced Foul","#13 Kelly, #3 Coleman, #12 Claude, #1 Sturdivant, #5 Gapare",,X2F,,,,,
Game #14 - BC 1-6-23 (Final),2216.2479198753326,8.039591235778062,OFFENSE,57,,DK/MVMT,,"#13 Kelly, #3 Coleman, #12 Claude, #1 Sturdivant, #5 Gapare",,FT - MK,,,,,
Game #14 - BC 1-6-23 (Final),2237.6519931246658,6.443840208667098,OFFENSE,58,,DK/MVMT,,"#13 Kelly, #3 Coleman, #12 Claude, #1 Sturdivant, #5 Gapare",,FT - MK,,,,,
Game #14 - BC 1-6-23 (Final),2268.809033333333,10.033566666666502,OFFENSE,59,,,"Forced Foul, Transition O","#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",,X2F,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),2305.2511568329983,4.301710542000819,OFFENSE,60,,,,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",,FT - MK,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),2335.4487709163323,6.1841513058893725,OFFENSE,61,,,,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",,FT - MI,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),2364.612000000333,21.283933332999823,OFFENSE,62,,P/R,,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",Gapare #5,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),2403.846566667333,21.63689999933331,OFFENSE,63,,P/R,,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",Kelly #13,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),2452.348100000333,7.850233332999778,OFFENSE,64,,,Transition O,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",Ndongo #11,X2,Paint,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),2467.6319000003327,29.44651111077792,OFFENSE,65,,,Forced Foul,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",,,,,,,
Game #14 - BC 1-6-23 (Final),2502.3556058323315,19.072127501333853,OFFENSE,66,,P/R,BLOB Off,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",Ndongo #11,X2,Right Short Midrange 2,,,,
Game #14 - BC 1-6-23 (Final),2548.000099999999,22.162500000667023,OFFENSE,67,,P/R,,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",Coleman #3,X3,Left Wing 3,,,,
Game #14 - BC 1-6-23 (Final),2587.779766666666,6.000133333332997,OFFENSE,68,,,Transition O,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",Coleman #3,O2,At Rim,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),2610.6138333336653,6.550166667000667,OFFENSE,69,,,Transition O,"#13 Kelly, #3 Coleman, #11 Ndongo, #1 Sturdivant, #5 Gapare",,TO,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),2660.1985999999993,15.033866666666654,OFFENSE,70,,P/R,Forced Foul,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",,X2F,,,,,
Game #14 - BC 1-6-23 (Final),2710.700299999999,4.0631666666668025,OFFENSE,71,,P/R,,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",,FT - MI,,,,,
Game #14 - BC 1-6-23 (Final),2727.155733457999,4.298095665999426,OFFENSE,72,,P/R,,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",,FT - MK,,,,,
Game #14 - BC 1-6-23 (Final),2746.3013000006654,25.3050888882226,OFFENSE,73,,P/R,,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",Coleman #3,X3,Right Corner 3,,,,
Game #14 - BC 1-6-23 (Final),2805.1030333333324,18.750666667333462,OFFENSE,74,,P/R,Forced Foul,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",Reeves #14,X3,Straightaway 3,,,,
Game #14 - BC 1-6-23 (Final),2878.3554412499993,5.4334254166660685,OFFENSE,75,,OTHER,,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",,FT - MI,,,,,
Game #14 - BC 1-6-23 (Final),2903.5726999999993,19.549599999999373,OFFENSE,76,,DK/MVMT,,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",Ndongo #11,X2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),2941.9405666666657,17.182255555555457,OFFENSE,77,,P/R,GT Off Reb,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",George #2,X2,Left Short Midrange 2,,,,
Game #14 - BC 1-6-23 (Final),2959.122822222221,1.7517111111110353,OFFENSE,78,,OREB,,"#14 Reeves, #3 Coleman, #11 Ndongo, #2 George, #5 Gapare",Ndongo #11,O2,At Rim,,,,
Game #14 - BC 1-6-23 (Final),3011.854656555665,6.296676777667926,OFFENSE,79,,,"Transition O, Forced Foul","#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",Reeves #14,O2F,At Rim,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3051.4591179173317,4.699241832666303,OFFENSE,80,,,,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",,FT - MK,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3108.2374666673327,17.93403333266633,OFFENSE,81,,ISO,,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",Kelly #13,O2,Right Short Midrange 2,,,,
Game #14 - BC 1-6-23 (Final),3199.9653444444434,4.691822222888732,OFFENSE,82,,,Transition O,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",Kelly #13,O2,At Rim,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3223.0410666666653,5.660966666667264,OFFENSE,83,,,"Transition O, Forced Foul","#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",,X2F,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3258.558833333332,4.594552791667411,OFFENSE,84,,,,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",,FT - MI,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3279.2570357913314,4.899173583000447,OFFENSE,85,,,,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",,FT - MK,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3300.1768000003326,9.400299999999334,OFFENSE,86,,,"Transition O, Forced Foul","#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",Claude #12,O2F,At Rim,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3378.4542530823323,3.9015370003326098,OFFENSE,87,,,,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",,FT - MK,,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3405.563333333332,18.283933333333152,OFFENSE,88,,P/R,,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",,X2,,,,,
Game #14 - BC 1-6-23 (Final),3441.597900000332,15.219711110778007,OFFENSE,89,,,Forced Foul,"#14 Reeves, #3 Coleman, #12 Claude, #1 Sturdivant, #13 Kelly",,X2F,,,,,
Game #14 - BC 1-6-23 (Final),3627.1379666673315,14.600500000000466,OFFENSE,90,,P/R,GT Off Reb,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",Kelly #13,X3,Straightaway 3,,,,
Game #14 - BC 1-6-23 (Final),3641.738466667332,9.633600000000115,OFFENSE,91,,POST,,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",,X2F,,,,,
Game #14 - BC 1-6-23 (Final),3674.8887666666647,5.0,OFFENSE,92,,POST,,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",,FT - MI,,,,,
Game #14 - BC 1-6-23 (Final),3702.8896666666647,4.250800000667368,OFFENSE,93,,POST,,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",,FT - MI,,,,,
Game #14 - BC 1-6-23 (Final),3778.942233333332,10.434166666999772,OFFENSE,94,,,Transition O,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",Kelly #13,X2,At Rim,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),3799.393099999998,10.367266667333752,OFFENSE,95,,P/R,"SLOB Off, Forced Foul","#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",Sturdivant #1,X2F,At Rim,,,,
Game #14 - BC 1-6-23 (Final),3838.7769999999987,4.75,OFFENSE,96,,P/R,,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",,FT - MK,,,,,
Game #14 - BC 1-6-23 (Final),3854.0280666666654,8.75,OFFENSE,97,,P/R,,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",,FT - MK,,,,,
Game #14 - BC 1-6-23 (Final),3897.0631333333317,14.683766666999873,OFFENSE,98,,P/R,,"#14 Reeves, #3 Coleman, #11 Ndongo, #1 Sturdivant, #13 Kelly",,TO,,,,,
Game #14 - BC 1-6-23 (Final),4081.902233333332,3.966699999999946,OFFENSE,99,,,Transition O,"#14 Reeves, #5 Gapare, #11 Ndongo, #1 Sturdivant, #13 Kelly",Gapare #5,O2,At Rim,TRANSITION,,,
Game #14 - BC 1-6-23 (Final),4148.027233333332,9.437600000000202,OFFENSE,100,,ISO,,"#14 Reeves, #5 Gapare, #11 Ndongo, #1 Sturdivant, #13 Kelly",,TO,,,,,
Game #14 - BC 1-6-23 (Final),4256.674033333331,14.117233333333388,OFFENSE,101,,ISO,Forced Foul,"#14 Reeves, #5 Gapare, #11 Ndongo, #1 Sturdivant, #13 Kelly",,X2F,,,,,
Game #14 - BC 1-6-23 (Final),4298.275666666665,3.2664999999997235,OFFENSE,102,,ISO,,"#14 Reeves, #5 Gapare, #11 Ndongo, #1 Sturdivant, #13 Kelly",,FT - MK,,,,,
